id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
652383,PRIVATE ROOM & Shower.Central. WIFI,3271920,Maria,,Margareten,48.19360741177958,16.359899721046318,Private room,39,1,96,2017-08-30,1.56,10,328
4751937,Stylish & comfy with a terrace,5307364,Marlies & Dominik,,Margareten,48.187313152923316,16.361487637846775,Entire home/apt,65,2,40,2017-08-27,2.73,2,286
16351805,Nice room for 2 people in a well comunicated place,107070056,Saúl,,Margareten,48.184562990196596,16.34891364718654,Private room,19,2,5,2017-08-22,0.60,1,31
17564216,Lovely Apartment In Amazing Location,7712018,Philipp,,Margareten,48.19414827587328,16.355526200829296,Entire home/apt,70,3,1,2017-04-17,0.20,1,0
6987868,TipTop 2-Zimmerwohnung mit Balkon,36631618,Roman,,Margareten,48.18512386717346,16.35801032268398,Entire home/apt,50,2,12,2017-08-14,1.80,1,1
17973776,27 sqm bright room in Vienna centre 1050,17937378,Veronika,,Margareten,48.186652254060995,16.35317534323411,Private room,25,1,23,2017-08-25,4.54,2,342
16361361,Central Quiet Cozy Room,48710493,Alex,,Margareten,48.19350855892658,16.359697038227367,Private room,38,2,73,2017-09-11,8.39,1,43
1073243,XXXLarge Queens Deluxe Apartment A3,5903756,Dr. Regina,,Margareten,48.190465322298586,16.353802031780265,Entire home/apt,120,3,50,2017-05-14,0.98,10,352
14926346,Modern apartment in the hearth of Vienna,44903541,Laurids,,Margareten,48.19421660721207,16.358755147330243,Entire home/apt,84,2,4,2017-07-21,0.43,1,11
20290961,"sweet apartment, for nice people ;-)",95256644,Walter,,Margareten,48.18446911801328,16.359071716463777,Entire home/apt,29,1,5,2017-09-08,5,3,152
6029579,Vienna calling!,31294569,Berta,,Margareten,48.192172683026705,16.358191946001362,Private room,28,60,0,,,1,0
2113795,"Naschmarkt premium: 2 bathrooms, terrace & central",809077,Martha,,Margareten,48.19410035420629,16.360099915679186,Entire home/apt,80,1,98,2017-09-01,2.37,15,176
